# name ra dec flux_a1100 flux_a1400 flux_a2000
src13794 269.37674 1.64020 0.147 0.076 0.027
src13795 269.69797 1.31776 0.147 0.094 0.041
src13796 269.13560 1.24211 0.147 0.083 0.031
src13797 269.45488 1.31277 0.147 0.070 0.022
src13798 269.35698 1.02656 0.147 0.069 0.022
src13799 269.65903 1.44775 0.147 0.073 0.024
src13800 269.66342 1.11285 0.147 0.070 0.022
src13801 269.17395 1.20668 0.147 0.070 0.023
src13802 269.34497 1.10329 0.147 0.073 0.024
src13803 269.25658 1.67602 0.147 0.083 0.031
src13804 269.01260 1.33770 0.147 0.070 0.022
src13805 269.20332 1.29657 0.147 0.073 0.024
src13806 269.66150 1.27424 0.147 0.072 0.023
src13807 269.29437 1.31261 0.147 0.071 0.023
src13808 269.15587 1.07800 0.147 0.079 0.029
src13809 269.17387 1.11147 0.147 0.069 0.022
src13810 269.02229 1.08913 0.147 0.077 0.027
src13811 269.13083 1.56002 0.147 0.070 0.022
src13812 269.15337 1.15700 0.147 0.069 0.022
src13813 269.24529 1.05997 0.147 0.073 0.025
src13814 269.52130 1.33227 0.147 0.073 0.024
src13815 269.26556 1.54716 0.147 0.068 0.021
src13816 269.52988 1.24547 0.147 0.070 0.023
src13817 269.47258 1.55327 0.147 0.073 0.024
src13818 269.62368 1.45078 0.147 0.083 0.032
src13819 269.25214 1.54549 0.147 0.070 0.022
src13820 269.46626 1.57002 0.147 0.069 0.022
src13821 269.30458 1.59288 0.147 0.073 0.025
src13822 269.64655 1.01330 0.147 0.077 0.027
src13823 269.10751 1.07979 0.147 0.070 0.022
src13824 269.31413 1.63877 0.147 0.074 0.025
src13825 269.54401 1.35069 0.147 0.072 0.024
src13826 269.69128 1.47173 0.147 0.083 0.032
src13827 269.32497 1.68428 0.147 0.082 0.031
src13828 269.68662 1.67654 0.147 0.069 0.022
src13829 269.27427 1.45568 0.147 0.075 0.025
src13830 269.45440 1.58163 0.147 0.072 0.024
src13831 269.45768 1.42401 0.147 0.068 0.021
src13832 269.54263 1.07130 0.147 0.073 0.025
src13833 269.25506 1.59066 0.147 0.068 0.021
src13834 269.70764 1.34956 0.147 0.078 0.028
src13835 269.58918 1.34704 0.147 0.074 0.025
src13836 269.21726 1.09702 0.147 0.070 0.022
src13837 269.03445 1.03595 0.147 0.071 0.023
src13838 269.01633 1.14126 0.147 0.075 0.026
src13839 269.05242 1.66436 0.147 0.077 0.027
src13840 269.07481 1.33536 0.147 0.075 0.026
src13841 269.01910 1.43546 0.147 0.089 0.036
src13842 269.21950 1.29535 0.147 0.073 0.024
src13843 269.15518 1.15658 0.147 0.080 0.030
src13844 269.03391 1.11820 0.147 0.068 0.021
src13845 269.00851 1.42398 0.147 0.069 0.022
src13846 269.31983 1.49269 0.147 0.069 0.022
src13847 269.38706 1.42694 0.147 0.087 0.035
src13848 269.42017 1.31642 0.147 0.076 0.026
src13849 269.21343 1.27683 0.147 0.073 0.025
src13850 269.33431 1.19988 0.147 0.069 0.022
src13851 269.64518 1.22855 0.147 0.071 0.023
src13852 269.66531 1.05813 0.147 0.069 0.022
src13853 269.02616 1.63353 0.147 0.078 0.028
src13854 269.10490 1.62419 0.147 0.069 0.022
src13855 269.42550 1.52122 0.147 0.072 0.024
src13856 269.49169 1.33117 0.147 0.089 0.036
src13857 269.66992 1.32429 0.147 0.086 0.034
src13858 269.25653 1.60443 0.147 0.088 0.036
src13859 269.25682 1.63315 0.147 0.071 0.023
src13860 269.08956 1.48445 0.147 0.072 0.024
src13861 269.69445 1.58726 0.147 0.076 0.027
src13862 269.25433 1.03294 0.147 0.070 0.022
src13863 269.56932 1.35740 0.147 0.080 0.029
src13864 269.54519 1.68317 0.147 0.076 0.026
src13865 269.45540 1.70794 0.147 0.082 0.031
src13866 269.70584 1.01974 0.147 0.071 0.023
src13867 269.58270 1.51482 0.147 0.086 0.034
src13868 269.20140 1.48477 0.147 0.072 0.024
src13869 269.69606 1.57398 0.147 0.080 0.029
src13870 269.37841 1.13699 0.147 0.070 0.023
src13871 269.27403 1.30724 0.147 0.075 0.026
src13872 269.06615 1.52351 0.146 0.086 0.034
src13873 269.68299 1.36940 0.146 0.077 0.027
src13874 269.56307 1.30620 0.146 0.072 0.024
src13875 269.05109 1.49957 0.146 0.068 0.021
src13876 269.14142 1.36759 0.146 0.094 0.040
src13877 269.63164 1.62415 0.146 0.070 0.022
src13878 269.44239 1.25497 0.146 0.075 0.026
src13879 269.00734 1.58950 0.146 0.094 0.041
src13880 269.23167 1.20683 0.146 0.084 0.032
src13881 269.61264 1.26218 0.146 0.070 0.022
src13882 269.24168 1.52959 0.146 0.068 0.021
src13883 269.44429 1.33916 0.146 0.071 0.023
src13884 269.47575 1.39913 0.146 0.068 0.021
src13885 269.42107 1.68642 0.146 0.071 0.023
src13886 269.35572 1.07310 0.146 0.071 0.023
src13887 269.12589 1.35393 0.146 0.077 0.027
src13888 269.46990 1.18347 0.146 0.071 0.023
src13889 269.68900 1.02603 0.146 0.071 0.023
src13890 269.53777 1.48674 0.146 0.070 0.022
src13891 269.48838 1.64891 0.146 0.073 0.024
src13892 269.70516 1.55876 0.146 0.068 0.021
src13893 269.44277 1.33679 0.146 0.090 0.037
src13894 269.63980 1.62355 0.146 0.068 0.021
src13895 269.13534 1.06932 0.146 0.098 0.044
src13896 269.56708 1.25488 0.146 0.075 0.026
src13897 269.55261 1.54420 0.146 0.073 0.024
src13898 269.29851 1.17144 0.146 0.084 0.033
src13899 269.17520 1.48606 0.146 0.082 0.031
src13900 269.49443 1.55385 0.146 0.070 0.022
src13901 269.47828 1.27206 0.146 0.071 0.023
src13902 269.42551 1.52245 0.146 0.070 0.023
src13903 269.13285 1.65616 0.146 0.070 0.023
src13904 269.31506 1.49762 0.146 0.077 0.027
src13905 269.03562 1.33935 0.146 0.082 0.031
src13906 269.68757 1.54179 0.146 0.068 0.021
src13907 269.68073 1.37241 0.146 0.078 0.028
src13908 269.50724 1.59551 0.146 0.069 0.022
src13909 269.52004 1.62880 0.146 0.068 0.021
src13910 269.44414 1.30728 0.146 0.070 0.023
src13911 269.39623 1.02373 0.146 0.071 0.023
src13912 269.58102 1.37513 0.146 0.080 0.029
src13913 269.42799 1.68031 0.146 0.072 0.024
src13914 269.20139 1.05195 0.146 0.068 0.021
src13915 269.05214 1.37517 0.146 0.070 0.023
src13916 269.16878 1.00584 0.146 0.074 0.025
src13917 269.10707 1.00240 0.146 0.073 0.024
src13918 269.40617 1.61483 0.146 0.073 0.025
src13919 269.29428 1.58344 0.146 0.074 0.025
src13920 269.49147 1.62467 0.146 0.076 0.027
src13921 269.30320 1.21182 0.146 0.080 0.030
src13922 269.24655 1.43543 0.146 0.077 0.027
src13923 269.16389 1.06505 0.146 0.082 0.031
src13924 269.45061 1.30767 0.146 0.077 0.027
src13925 269.10658 1.35353 0.146 0.069 0.022
src13926 269.05999 1.55257 0.146 0.071 0.023
src13927 269.25629 1.01514 0.146 0.070 0.023
src13928 269.28293 1.57094 0.146 0.074 0.025
src13929 269.33423 1.15001 0.146 0.075 0.026
src13930 269.20673 1.16665 0.146 0.071 0.023
src13931 269.12068 1.64182 0.146 0.078 0.028
src13932 269.59440 1.29762 0.146 0.070 0.023
src13933 269.52314 1.24477 0.146 0.069 0.022
src13934 269.50207 1.00885 0.146 0.069 0.022
src13935 269.05688 1.13696 0.146 0.069 0.022
src13936 269.34823 1.34001 0.146 0.080 0.030
src13937 269.53280 1.21575 0.146 0.068 0.021
src13938 269.44378 1.51440 0.146 0.093 0.040
src13939 269.56478 1.53192 0.146 0.070 0.023
src13940 269.08285 1.37805 0.146 0.073 0.024
src13941 269.27866 1.49117 0.146 0.074 0.025
src13942 269.10384 1.14650 0.146 0.073 0.025
src13943 269.08955 1.18803 0.146 0.076 0.027
src13944 269.13803 1.36579 0.146 0.069 0.022
src13945 269.49237 1.05497 0.146 0.092 0.039
src13946 269.51645 1.00925 0.146 0.068 0.021
src13947 269.64580 1.17161 0.146 0.068 0.021
src13948 269.41535 1.61300 0.146 0.071 0.023
src13949 269.37350 1.04751 0.146 0.070 0.023
src13950 269.12310 1.47430 0.145 0.070 0.023
src13951 269.08384 1.48305 0.145 0.070 0.023
src13952 269.28113 1.15501 0.145 0.072 0.024
src13953 269.13068 1.23444 0.145 0.072 0.024
src13954 269.05650 1.30064 0.145 0.079 0.029
src13955 269.42138 1.37227 0.145 0.069 0.022
src13956 269.45648 1.08569 0.145 0.069 0.022
src13957 269.45734 1.57654 0.145 0.085 0.034
src13958 269.52679 1.58970 0.145 0.068 0.021
src13959 269.11031 1.11761 0.145 0.068 0.021
src13960 269.34744 1.48982 0.145 0.069 0.022
src13961 269.11238 1.19698 0.145 0.083 0.032
src13962 269.58972 1.32938 0.145 0.072 0.024
src13963 269.37889 1.28783 0.145 0.074 0.026
src13964 269.54253 1.24709 0.145 0.068 0.021
src13965 269.03652 1.32245 0.145 0.082 0.031
src13966 269.23284 1.27358 0.145 0.071 0.023
src13967 269.36355 1.44164 0.145 0.072 0.024
src13968 269.24903 1.33705 0.145 0.073 0.025
src13969 269.08807 1.70375 0.145 0.076 0.027
src13970 269.14521 1.22394 0.145 0.067 0.021
src13971 269.17628 1.52849 0.145 0.069 0.022
src13972 269.20645 1.09851 0.145 0.079 0.029
src13973 269.19185 1.46555 0.145 0.074 0.025
src13974 269.10879 1.13470 0.145 0.072 0.024
src13975 269.32915 1.65760 0.145 0.068 0.021
src13976 269.58949 1.46589 0.145 0.075 0.026
src13977 269.07303 1.14040 0.145 0.072 0.024
src13978 269.28972 1.15464 0.145 0.083 0.032
src13979 269.37572 1.01669 0.145 0.069 0.022
src13980 269.25269 1.28451 0.145 0.087 0.035
src13981 269.45447 1.58432 0.145 0.072 0.024
src13982 269.49572 1.50005 0.145 0.067 0.021
src13983 269.08542 1.55839 0.145 0.073 0.025
src13984 269.67518 1.30730 0.145 0.069 0.022
src13985 269.24111 1.39935 0.145 0.079 0.029
src13986 269.63844 1.24048 0.145 0.070 0.023
src13987 269.53792 1.42116 0.145 0.075 0.026
src13988 269.08184 1.47651 0.145 0.086 0.034
src13989 269.64073 1.10582 0.145 0.069 0.022
src13990 269.69851 1.06449 0.145 0.069 0.022
src13991 269.04773 1.06508 0.145 0.069 0.022
src13992 269.53559 1.07225 0.145 0.069 0.022
src13993 269.58355 1.02317 0.145 0.070 0.022
src13994 269.36752 1.27068 0.145 0.076 0.027
src13995 269.39443 1.37096 0.145 0.075 0.026
src13996 269.03011 1.60438 0.145 0.084 0.033
src13997 269.56073 1.12203 0.145 0.069 0.022
src13998 269.30215 1.13587 0.145 0.073 0.025
src13999 269.09144 1.23687 0.145 0.092 0.039
src14000 269.40734 1.04510 0.145 0.082 0.031
src14001 269.06576 1.60997 0.145 0.072 0.024
src14002 269.66172 1.22628 0.145 0.079 0.029
src14003 269.37242 1.59762 0.145 0.082 0.031
src14004 269.21824 1.69365 0.145 0.068 0.021
src14005 269.55347 1.11127 0.145 0.084 0.033
src14006 269.43163 1.46050 0.145 0.069 0.022
src14007 269.06569 1.62855 0.145 0.071 0.023
src14008 269.17928 1.04702 0.145 0.085 0.033
src14009 269.45994 1.53891 0.145 0.076 0.027
src14010 269.49349 1.51049 0.145 0.068 0.022
src14011 269.24298 1.37421 0.145 0.089 0.037
src14012 269.46298 1.41841 0.145 0.069 0.022
src14013 269.39304 1.10487 0.145 0.068 0.021
src14014 269.02204 1.59774 0.145 0.070 0.023
src14015 269.29197 1.48175 0.145 0.078 0.028
src14016 269.58597 1.42514 0.145 0.069 0.022
src14017 269.03829 1.45295 0.145 0.075 0.026
src14018 269.25244 1.59741 0.145 0.075 0.026
src14019 269.69429 1.68551 0.145 0.082 0.031
src14020 269.09294 1.17320 0.145 0.070 0.023
src14021 269.10863 1.62590 0.145 0.077 0.028
src14022 269.55993 1.45410 0.145 0.081 0.030
src14023 269.49263 1.16337 0.145 0.076 0.027
src14024 269.00630 1.22731 0.145 0.068 0.021
src14025 269.49404 1.18480 0.145 0.070 0.023
src14026 269.33068 1.12203 0.145 0.070 0.022
src14027 269.53669 1.41052 0.145 0.068 0.021
src14028 269.38339 1.05882 0.145 0.068 0.022
src14029 269.67177 1.26788 0.145 0.072 0.024
src14030 269.37321 1.02049 0.145 0.071 0.024
src14031 269.52410 1.15501 0.145 0.076 0.027
src14032 269.54972 1.13121 0.145 0.073 0.025
src14033 269.11374 1.47489 0.145 0.082 0.032
src14034 269.58170 1.28169 0.145 0.070 0.023
src14035 269.38195 1.47668 0.145 0.069 0.022
src14036 269.01076 1.61721 0.145 0.073 0.025
src14037 269.40924 1.46195 0.145 0.083 0.032
src14038 269.36809 1.35096 0.145 0.069 0.022
src14039 269.26623 1.53618 0.145 0.070 0.022
src14040 269.38077 1.35378 0.145 0.082 0.031
src14041 269.62137 1.08964 0.145 0.077 0.028
src14042 269.43533 1.43994 0.145 0.075 0.026
src14043 269.57164 1.31868 0.145 0.071 0.023
src14044 269.42278 1.49682 0.145 0.067 0.021
src14045 269.03864 1.16383 0.145 0.068 0.021
src14046 269.63166 1.27943 0.145 0.070 0.023
src14047 269.10111 1.56363 0.145 0.091 0.039
src14048 269.48573 1.67858 0.145 0.068 0.022
src14049 269.01538 1.21256 0.145 0.068 0.022
src14050 269.10700 1.23700 0.145 0.069 0.022
src14051 269.69985 1.30659 0.145 0.072 0.024
src14052 269.46594 1.18756 0.145 0.069 0.022
src14053 269.51033 1.51222 0.145 0.075 0.026
src14054 269.60913 1.10624 0.145 0.069 0.022
src14055 269.04836 1.60611 0.145 0.067 0.021
src14056 269.10331 1.08673 0.145 0.069 0.022
src14057 269.06954 1.05395 0.145 0.072 0.024
src14058 269.07708 1.44601 0.144 0.071 0.023
src14059 269.14427 1.50748 0.144 0.100 0.047
src14060 269.05708 1.56665 0.144 0.068 0.021
src14061 269.21433 1.40799 0.144 0.092 0.039
src14062 269.70420 1.09053 0.144 0.085 0.034
src14063 269.24107 1.33246 0.144 0.067 0.021
src14064 269.02872 1.10068 0.144 0.086 0.034
src14065 269.29996 1.11955 0.144 0.076 0.027
src14066 269.38214 1.08518 0.144 0.076 0.027
src14067 269.35732 1.25587 0.144 0.071 0.023
src14068 269.55609 1.45127 0.144 0.070 0.023
src14069 269.15159 1.00987 0.144 0.069 0.022
src14070 269.36088 1.25893 0.144 0.071 0.023
src14071 269.34869 1.17823 0.144 0.082 0.031
src14072 269.33454 1.15590 0.144 0.074 0.025
src14073 269.46692 1.12960 0.144 0.072 0.024
src14074 269.26628 1.38450 0.144 0.071 0.023
src14075 269.61037 1.51226 0.144 0.069 0.022
src14076 269.34887 1.32337 0.144 0.076 0.027
src14077 269.60864 1.38780 0.144 0.074 0.026
src14078 269.65478 1.50805 0.144 0.068 0.022
src14079 269.62175 1.14173 0.144 0.082 0.031
src14080 269.35135 1.15034 0.144 0.067 0.021
src14081 269.61101 1.03624 0.144 0.075 0.026
src14082 269.51624 1.09143 0.144 0.080 0.030
src14083 269.32311 1.68521 0.144 0.072 0.024
src14084 269.22624 1.08981 0.144 0.069 0.022
src14085 269.11718 1.67102 0.144 0.069 0.022
src14086 269.41016 1.47699 0.144 0.072 0.024
src14087 269.50689 1.70439 0.144 0.079 0.029
src14088 269.31562 1.65923 0.144 0.081 0.031
src14089 269.07419 1.10645 0.144 0.073 0.025
src14090 269.40135 1.62070 0.144 0.068 0.021
src14091 269.47445 1.37491 0.144 0.075 0.026
src14092 269.34699 1.46375 0.144 0.067 0.021
src14093 269.69541 1.51568 0.144 0.082 0.031
src14094 269.28466 1.52506 0.144 0.072 0.024
src14095 269.54478 1.00610 0.144 0.071 0.024
src14096 269.31742 1.05419 0.144 0.069 0.022
src14097 269.37892 1.69145 0.144 0.069 0.022
src14098 269.21489 1.36757 0.144 0.069 0.022
src14099 269.17068 1.24406 0.144 0.086 0.034
src14100 269.65582 1.02666 0.144 0.069 0.022
src14101 269.33025 1.29954 0.144 0.076 0.027
src14102 269.37162 1.58272 0.144 0.068 0.022
src14103 269.15152 1.69196 0.144 0.082 0.032
src14104 269.01166 1.25946 0.144 0.071 0.023
src14105 269.03009 1.00547 0.144 0.067 0.021
src14106 269.28733 1.52105 0.144 0.075 0.026
src14107 269.16123 1.05607 0.144 0.069 0.022
src14108 269.49607 1.64641 0.144 0.067 0.021
src14109 269.30318 1.19411 0.144 0.076 0.027
src14110 269.66745 1.69061 0.144 0.072 0.024
src14111 269.02024 1.26492 0.144 0.068 0.022
src14112 269.64579 1.33001 0.144 0.067 0.021
src14113 269.70912 1.30313 0.144 0.075 0.026
src14114 269.69056 1.35382 0.144 0.067 0.021
src14115 269.23912 1.03336 0.144 0.070 0.023
src14116 269.28021 1.30210 0.144 0.080 0.030
src14117 269.02060 1.42952 0.144 0.076 0.027
src14118 269.14389 1.50590 0.144 0.068 0.022
src14119 269.16687 1.39930 0.144 0.071 0.023
src14120 269.45814 1.12430 0.144 0.076 0.027
src14121 269.45980 1.65092 0.144 0.069 0.022
src14122 269.07419 1.57009 0.144 0.075 0.027
src14123 269.59868 1.40884 0.144 0.072 0.024
src14124 269.24197 1.28007 0.144 0.074 0.025
src14125 269.26099 1.63487 0.144 0.066 0.021
src14126 269.67059 1.42901 0.144 0.079 0.029
src14127 269.07345 1.26247 0.144 0.069 0.022
src14128 269.62104 1.62537 0.144 0.086 0.035
src14129 269.64258 1.13926 0.144 0.067 0.021
src14130 269.64727 1.21875 0.144 0.073 0.025
src14131 269.06721 1.51062 0.144 0.085 0.034
src14132 269.58547 1.39412 0.144 0.079 0.029
src14133 269.25306 1.24233 0.144 0.071 0.023
src14134 269.17247 1.07653 0.144 0.067 0.021
src14135 269.49815 1.46641 0.144 0.076 0.027
src14136 269.63370 1.59042 0.144 0.075 0.026
src14137 269.62508 1.37900 0.144 0.075 0.027
src14138 269.04134 1.57403 0.144 0.068 0.022
src14139 269.54926 1.29517 0.144 0.068 0.021
src14140 269.62865 1.36890 0.144 0.067 0.021
src14141 269.51019 1.57023 0.144 0.074 0.025
src14142 269.32705 1.11334 0.144 0.071 0.023
src14143 269.40944 1.44970 0.144 0.071 0.023
src14144 269.59473 1.16768 0.144 0.070 0.023
src14145 269.48572 1.28377 0.144 0.073 0.025
src14146 269.33661 1.64522 0.144 0.070 0.023
src14147 269.39854 1.11329 0.144 0.068 0.021
src14148 269.32766 1.39695 0.144 0.093 0.040
src14149 269.16416 1.01127 0.144 0.084 0.033
src14150 269.47242 1.25831 0.144 0.076 0.027
src14151 269.33384 1.55225 0.144 0.071 0.023
src14152 269.14882 1.16685 0.144 0.069 0.022
src14153 269.03287 1.00522 0.144 0.072 0.024
src14154 269.35429 1.45833 0.144 0.096 0.043
src14155 269.04237 1.06251 0.144 0.084 0.033
src14156 269.37651 1.40083 0.144 0.075 0.026
src14157 269.63466 1.19803 0.143 0.073 0.025
src14158 269.57949 1.64493 0.143 0.066 0.021
src14159 269.27375 1.16584 0.143 0.072 0.024
src14160 269.18314 1.07334 0.143 0.078 0.029
src14161 269.33289 1.45579 0.143 0.068 0.022
src14162 269.12947 1.20253 0.143 0.073 0.025
src14163 269.66315 1.53826 0.143 0.075 0.026
src14164 269.53895 1.58465 0.143 0.069 0.022
src14165 269.19019 1.47359 0.143 0.067 0.021
src14166 269.35199 1.44440 0.143 0.069 0.022
src14167 269.20285 1.38943 0.143 0.087 0.035
src14168 269.01299 1.55504 0.143 0.086 0.035
src14169 269.11855 1.23029 0.143 0.070 0.023
src14170 269.41644 1.53842 0.143 0.067 0.021
src14171 269.12387 1.54352 0.143 0.076 0.027
src14172 269.37673 1.50882 0.143 0.069 0.022
src14173 269.14402 1.58587 0.143 0.069 0.022
src14174 269.54882 1.03406 0.143 0.082 0.032
src14175 269.39967 1.14054 0.143 0.066 0.021
src14176 269.28859 1.08678 0.143 0.071 0.024
src14177 269.61843 1.49887 0.143 0.068 0.022
src14178 269.03920 1.27513 0.143 0.066 0.020
src14179 269.39662 1.54927 0.143 0.070 0.023
src14180 269.59219 1.31204 0.143 0.068 0.022
src14181 269.20099 1.60888 0.143 0.079 0.029
src14182 269.61968 1.58432 0.143 0.069 0.023
src14183 269.36682 1.44400 0.143 0.072 0.025
src14184 269.26526 1.10641 0.143 0.070 0.023
src14185 269.13174 1.58944 0.143 0.069 0.022
src14186 269.61699 1.34196 0.143 0.069 0.022
src14187 269.07441 1.46983 0.143 0.069 0.022
src14188 269.16486 1.59150 0.143 0.076 0.027
src14189 269.09510 1.37168 0.143 0.067 0.021
src14190 269.65749 1.23032 0.143 0.074 0.026
src14191 269.09259 1.40306 0.143 0.067 0.021
src14192 269.25888 1.05693 0.143 0.075 0.026
src14193 269.00431 1.46677 0.143 0.067 0.021
src14194 269.68744 1.59024 0.143 0.075 0.027
src14195 269.50131 1.53541 0.143 0.068 0.022
src14196 269.50743 1.69087 0.143 0.072 0.024
src14197 269.37921 1.54158 0.143 0.074 0.026
src14198 269.32123 1.68080 0.143 0.070 0.023
src14199 269.30202 1.20740 0.143 0.072 0.025
src14200 269.70781 1.32551 0.143 0.078 0.029
src14201 269.05644 1.19671 0.143 0.069 0.022
src14202 269.28652 1.10786 0.143 0.066 0.021
src14203 269.14009 1.52288 0.143 0.067 0.021
src14204 269.24998 1.51714 0.143 0.067 0.021
src14205 269.04526 1.18375 0.143 0.073 0.025
src14206 269.56703 1.57539 0.143 0.070 0.023
src14207 269.67254 1.35194 0.143 0.068 0.022
src14208 269.37982 1.16036 0.143 0.079 0.029
src14209 269.31049 1.43984 0.143 0.079 0.030
src14210 269.20546 1.28679 0.143 0.069 0.022
src14211 269.61246 1.66612 0.143 0.085 0.034
src14212 269.19939 1.32653 0.143 0.072 0.024
src14213 269.62535 1.13841 0.143 0.078 0.028
src14214 269.45478 1.20945 0.143 0.078 0.028
src14215 269.02962 1.40282 0.143 0.072 0.025
src14216 269.12562 1.24688 0.143 0.085 0.034
src14217 269.46556 1.42737 0.143 0.092 0.040
src14218 269.05247 1.68445 0.143 0.068 0.022
src14219 269.11157 1.48882 0.143 0.079 0.030
src14220 269.10033 1.58559 0.143 0.080 0.030
src14221 269.22783 1.42377 0.143 0.068 0.022
src14222 269.54139 1.56084 0.143 0.067 0.021
src14223 269.11788 1.69711 0.143 0.069 0.023
src14224 269.24081 1.21534 0.143 0.078 0.029
src14225 269.47110 1.30383 0.143 0.072 0.024
src14226 269.37925 1.59418 0.143 0.086 0.035
src14227 269.45365 1.04893 0.143 0.069 0.023
src14228 269.17866 1.49611 0.143 0.076 0.027
src14229 269.01971 1.37716 0.143 0.067 0.021
src14230 269.18437 1.26881 0.143 0.070 0.023
src14231 269.35346 1.21503 0.143 0.072 0.024
src14232 269.21403 1.27184 0.143 0.066 0.021
src14233 269.03822 1.12828 0.143 0.067 0.021
src14234 269.21048 1.08311 0.143 0.070 0.023
src14235 269.47643 1.46262 0.143 0.067 0.021
src14236 269.41221 1.15280 0.143 0.073 0.025
src14237 269.57353 1.61552 0.143 0.068 0.022
src14238 269.66127 1.55222 0.143 0.068 0.022
src14239 269.17813 1.13102 0.142 0.067 0.021
src14240 269.22700 1.01591 0.142 0.079 0.030
src14241 269.33085 1.29823 0.142 0.070 0.023
src14242 269.54216 1.20794 0.142 0.071 0.024
src14243 269.65112 1.27077 0.142 0.072 0.024
src14244 269.06166 1.37955 0.142 0.067 0.021
src14245 269.54692 1.34550 0.142 0.070 0.023
src14246 269.28738 1.36445 0.142 0.073 0.025
src14247 269.06707 1.62411 0.142 0.070 0.023
src14248 269.18776 1.37330 0.142 0.092 0.040
src14249 269.56080 1.48446 0.142 0.070 0.023
src14250 269.35140 1.39842 0.142 0.067 0.021
src14251 269.53254 1.58430 0.142 0.072 0.025
src14252 269.18395 1.30192 0.142 0.069 0.023
src14253 269.01618 1.37285 0.142 0.066 0.021
src14254 269.05426 1.27945 0.142 0.079 0.030
src14255 269.63127 1.13865 0.142 0.067 0.021
src14256 269.02053 1.17410 0.142 0.070 0.023
